Home > Text Tools >Compleat Lister Input > Output
--------------------------------------------------------------------------------

C:\Documents and Settings\Sapi\Desktop\testi_serafini.TXT
932748 bytes
riprodùxe _3
ripropòn _1
risa£ìr _1
risanàr _2
riscaldamento _5
riscaldamneto _1
riscàto _1
risci _3
riscia _5
rìscia _4
risciar _1
risciàr _4
risciarà _1
risciarìa _1
risciava _1
risciemo _1
riscio _1
rìscio _1
riscosa _1
riserca _4
risercà _1
risercadori _3
risercadòri _1
riserke _3
riservà _1
riserve _3
risevesta _2
risevesti _1
risevesto _2
risevuta _3
risevùta _1
risma _1
riso _1
risolvar _2
risolve _1
risolvesto _2
risonansa _16
risorgimento _5
risorgimentoe _1
risorsa _10
risorse _13
risorseno _1
risparmiadori _3
rispedìr _2
rispedire _1
rispeta _10
rispeta' _4
rispetà _5
rispèta _1
rispetàbi£e _1
rispetando£a _2
rispetar _5
rispetàr _9
rispetarà _1
rispetàva _1
rispete _1
rispetè _4
rìspete _1
rispetivamente _1
rispetìve _1
rispeto _48
rispèto _2
rìspeto _1
rispondame _1
rispondar _1
rispondàr _1
rìspondar _1
rispondarà _8
rispondarave _7
rispondarghe _2
rispondarme _3
risponde _15
rispondemo _1
rispondemoghe _1
rispondesto _7
rispondeva _1
rispondevi _2
rispondevo _4
rispondi _1
rispondì _3
rispondighe _4
rispondo _11
risposta _41
risposte _14
risposto _1
ristorante _2
ristoranti _1
ristorasiòn _1
ristote£ego _1
ristruturasiòn _1
risultà _3
risusitàr _1
risvolti _1
ritardàr _2
ritardi _2
ritardo _3
ritirà _4
ritirarse _1
ritmi _1
ritmo _1
rìto _4
ritorna _2
ritorna' _1
ritornar _1
ritornàr _4
ritorne£a _1
ritornemo _1
ritorni _3
ritorno _10
ritòrno _1
ritorsiòn _3
ritrovà _2
rituà£i _1
ritua£ità _2
rituàl _1
riunìa _1
riuniòn _1
riva _22
riva' _6
rivà _57
rìva _43
riva£erse _2
rivar _7
rivàr _22
rivara' _2
rivarà _6
rivara£a _1
rivarave _2
rivarè _1
rivaremo _6
rivarèmo _3
rivarghe _3
rivarìa _1
rivarisimo _1
rivase _2
rivàse _1
rivava _4
rivàva _4
rive _1
rivè _1
rìve _5
rìve£a _1
rive£arse _1
rivè£o _1
rivèdar _1
rivemo _9
rivémo _2
rivèmo _4
rivendica _7
rivendicà _1
rivèndica _1
rivendicando _2
rivendicàr _11
rivendicasion _4
rivendicasiòn _15
rivendike _2
rivendikemo _1
riverimo _1
riverirli _1
rivi _1
rivinsita _1
rivista _9
riviste _9
rìvito _2
rìvo _1
rivo£usion _15
rivo£usiòn _38
rivo£usiona _1
rivo£usionàr _1
rivo£usionari _3
rivo£usionaria _1
rivo£usionarie _1
rivo£usionario _4
rivolta _4
rivolte _1
rivolxesta _1
rixalto _3
rixeti _1
rixi _2
rixolìn _1
rixulta' _2
rixultà _9
rixùlta _1
rò£o _1
ro£oji _2
ro£ojo _3
roba _147
robà _5
ròba _123
ròbaminti _1
robar _14
robàr _9
robarà _1
robarìa _1
robarìe _1
robarne _5
robàrne _1
robarse _1
robava _4
robe _97
robe' _2
robè _2
ròbe _82
roberto _5
robeta _2
robete _1
ròbi _4
robinhood _1
robo _6
ròbo _1
robotixà _1
roca _1
rocketta _1
roda _3
ròda _2
rodi _3
ròdo£i _1
rodolfo _2
roger _1
rogne _2
rògne _1
rògo _1
rolling _2
rom _3
roma _162
ròma _21
romadeportasion _1
romagò _1
romaita£ia _1
roman _1
romàn _10
romana _5
romàna _6
romani _13
romàni _8
romania _10
romanìa _3
romantisi _1
romanxi _2
romea _2
romena _1
romeo _1
ronco£ato _1
ronpar _2
rònpar _4
ronpare _1
rònpare _1
ronparghe _2
ronpe _5
rònpe _1
ronpemo _1
ronpemoghe _2
rònpesto _1
ronpi _2
rosa _2
ròsa _3
rosas _1
rosazzo _1
rose _1
rosickiati _1
rosickiati=roxegai _1
roso _7
ròso _2
rosta _1
ròsta _1
roste _1
rota _2
ròta _6
rotaje _1
rotamàr _1
rotàme _2
ròto _1
rotondàr _1
rotura _2
rovare _5
ròvare _5
ròvarequercus _1
rovereto _1
rovigo _1
rovina _1
rovinà _1
rovinàr _1
ròxa _1
roxe _1
ròxe _1
roxegà _2
ròxega _1
roxegai _1
roxegàr _1
roxegarve _2
rsi _1
rubineti _1
rùbo _1
rufiàn _3
rufiana _2
rufiàna _2
rufianerìa _1
rufianexemo _1
rufiani _25
rufiàni _3
rufianismo _4
rufianoi _1
ruini _1
rumegàr _3
rumene _1
rumeni _3
rumèni _1
rumeno _1
rumori _3
rumoròxa _1
ruo£i _1
ruo£o _4
rupestri _1
rusa _7
rusàva _1
ruse _1
rusi _7
rusia _10
rùsia _1
ruso _11
rùso _3
russell _4
russi _1
rustike£o _1
rutardi _1
rutelli _1
s _33
sa _118
sà _44
sà£a _1
sa£adi _5
sa£aria£i _1
sa£ata _1
sa£e _2
sà£e _1
sa£ito _1
sa£omòn _1
sa£udame£o _1
sa£udar _1
sa£ute _6
sa£ùte _1
sa£uti _8
sàbia _1
saboo _7
sabotajo _2
sabotàjo _1
sacìl _1
sàco _1
sàcre _2
sacri _3
sàcri _2
sacrifegà _2
sacrifegàr _3
sacrifegarse _1
sacrifegava _1
sacrifego _1
sacrificar _1
sacrificio _1
sacrifisi _2
sacrifìsi _1
sacrifiso _3
sacrifìso _1
sacrosante _1
sadàm _2
sadismo _1
sae _1
sàga _1
sagomà _1
sagomato _3
sagre _1
sainz _1
saja _1
sajesa _1
sàjo _1
sakrifisi _1
sakrifiso _1
sàl _4
salbeghe _1
salbego _4
sàlda _1
saldature _2
salde _1
salgàri _9
sàlgari _1
salgàriana _1
salgàro _1
salta _11
saltàr _3
saltarà _1
salti _1
salto _3
sàlto _4
salva _6
salvà _8
sàlva _1
salvandose _1
salvar _1
salvàr _8
salvarla _2
salvarse _2
salvarte _1
salvatore _1
salvemo _1
salvémo _1
salvesa _1
salvezza _1
salvo _6
san _13
sàn _1
sàna _1
sanatorie _1
sanca _69
sànca _11
sanca+ _1
sancasinistra _1
sandocàn _3
sandro _1
sàne _2
sangoe _8
sàngoe _6
sangoìni _1
sangue _4
sanguisughe _1
sanità _2
sanitario _1
sanitàrio _1
sansiòn _2
sanson _4
santa _1
sànta _1
santi _1
santifegàr _1
santificasiòn _1
santo _1
sànto£o _1
santoni _1
santoro _3
santù _1
santuàri _1
santuni _4
sanz _1
sapete _1
sàpia _1
sàpie _1
sapiens _2
sapienton _1
sapientoni _1
sàpighe _1
sara _6
sara' _9
sarà _90
sàra _10
sàrà _1
sarajevo _5
sarandose _1
sarar _7
saràr _18
sararà _2
sararghe _1
sararle _1
sararlo _1
sararse _4
sararve _2
sarda _6
sarde£e _1
sardegna _4
sardi _23
sardili _1
sardinia _1
sardo _3
sàrdo _1
sare _2
sare' _2
sarè _3
sarebbe _1
saremo _5
sarèmo _2
saremo£a _1
saria _22
sarìa _66
sarìsa£a _1
sarise£o _2
sarìse£o _1
sarisi _2
sarisimo _4
sarìsimo _1
sarò _4
sartor _1
sarve£i _2
sarve£o _59
sarvè£o _7
sàrve£o _4
sarveo _1
sascia _1
sate£itàri _1
sate£ite _1
sate£iti _6
saturar _2
saturasion _2
saturasiòn _1
savarà _1
savarè _1
savarìa _1
savariarà _1
savario _1
savarisimo _1
savea _2
savèmno _1
savemo _31
savémo _2
savèmo _3
sàvemo _1
saver _24
savèr _8
saverghine _4
saverla _2
saverle _2
saverlo _3
savese _3
savesto _2
saveva _24
savèvi _4
savevimo _3
savevìmo _1
savevito _3
sàvevo _1
savi _5
savì _40
savimo _1
savìmo _1
savio _18
savìo _24
sàvìo _2
savoia _5
savoiardi _1
savoja _3
sba£i _1
sba£ià _3
sba£iase _1
sba£io _3
sbà£io _1
sbaja _3
sbajà _11
sbàja _1
sbajàr _2
sbajàrme _1
sbaje _1
sbajemo _2
sbaji _2
sbajo _10
sbara _4
sbara' _2
sbarà _1
sbàra _6
sbaràde _1
sbaraminti _1
sbarando _2
sbarar _5
sbaràr _4
sbararghe _1
sbarava _6
sbarcar _1
sbàrco _1
sbaremo _2
sbàsa _3
sbasai _1
sbasando _1
sbasàr _3
sbasarme _2
sbase _1
sbate _1
sbava _3
sbaxamento _1
sbèca _1
sbecàr _1
sbìri _4
sbrancà _1
sbregà _1
sbrìsi _1
sbrìsia _1
sbrìsio _1
sbùxa _1
scà£a _1
sca£eta _1
sca£ini _1
scabia _1
scadensa _1
scadente _1
scaèna _1
scaki _6
scàki _1
scakisti _1
scaldàr _1
scaldarse _2
scaldàrse _1
scalde _1
scalmanà _1
scampava _1
scanbi _3
scànbia _2
scanbiàr _3
scanbiarle _1
scanbiemo _2
scanbio _4
scànbio _1
scanbisti _1
scancèscanda£i _5
scanditra _1
scanpa _10
scanpa' _2
scanpà _13
scànpa _2
scanpar _4
scanpàr _37
scanpare _1
scanpàrghe _1
scanpàse _1
scanpava _5
scanpàva _1
scanpo _1
scansafadighe _7
scansè£a _1
scanvi _1
scànvi _2
scanvia _3
scareghi _4
scàreghi _1
scarego _3
scargar _1
scargàr _1
scarpa _1
scarpa' _2
scarpà _5
scarpae _1
scarpe _4
scarse£a _6
scarse£à _1
scarse£e _2
scarto _1
scàta _1
scàto£a _1
scato£e _1
scàto£e _2
scato£ete _2
scavar _1
scavejòni _1
scavesa _1
scavesà _1
scavesemo _1
scaveso _1
scene _1
sceta _2
scèta _1
scèti _1
scèto _4
sciaésa _2
sciàfa _1
sciafe _4
sciàfe _1
sciai _2
sciài _10
sciaitù _13
sciaìtù _1
sciàitù _1
sciaixà _2
sciaixasiòn _1
scianta _3
sciànta _1
sciao _1
sciào _4
sciaràr _1
sciarir _1
sciarìr _1
scienze _3
scièto _1
sciòco _3
sciopa _3
sciopa' _2
sciopà _1
sciòpa _5
sciopar _1
sciopàr _2
sciòpar _1
scioparà _2
sciopava _1
sciopero _1
sciopeta' _2
sciopetà _3
sciopi _1
sciòpo _3
scivo£o _1
scluxivamente _1
scoscó>e _1
sco£a _103
scò£a _23
sco£ari _3
sco£astega _5
sco£asteghi _1
sco£astego _6
sco£e _41
scò£e _5
scoa _3
scòa _2
scoadra _8
scoadrà _1
scoadratrise _1
scòarà _1
scoase _6
scoàse _3
scoea _11
scoerte _2
scoerto _1
scolta _12
scoltando _1
scoltandose _1
scoltar _3
scoltàr _15
scoltarle _1
scoltarlo _1
scoltava _1
scolte _1
scoltè _3
scolteme _1
scoltemo _1
scominsi _1
scominsia _3
scominsià _16
scominsiando _1
scominsiar _1
scominsiàr _5
scominsiarà _1
scominsiàvimo _1
scominsie _1
scominsiè _1
scominsiemo _1
scominsio _8
scòmoda _1
scòmodo _3
scomunegàr _1
scomunicàse _1
scondar _3
scòndar _15
scondare _1
scondarse _2
scòndarse _1
sconde _12
scondea _1
scondesto _1
scondeva _1
scondo _1
scondù _1
sconfinà _1
sconfonde _1
sconforto _1
sconparìr _2
sconparirà _1
sconpenso _2
sconpòn _2
sconpor _2
sconpòr _1
sconta _3
scontà _1
scònta _1
sconte _1
sconti _3
sconto _3
scontòn _2
scontra _1
scontra' _2
scontrarme _1
scontri _1
scontrin _2
scontrini _2
scontro _18
scool _2
scoperte _2
scopo _2
scòpo _1
scoprìr _1
scorajarlo _1
scorexe _1
scornixà _1
scornixadrise _2
scornixadrisi _1
scornixadùra _1
scornixar _1
scortà _2
scorte _1
scortegà _2
scosexe _1
scosexi _10
scoséxi _1
scoverte _2
scredità _2
screditàr _5
screditarne _2
scrita _2
scrìta _2
scrite _8
scrìte _6
scriti _5
scrìti _4
scrito _5
scrìto _3
scritòr _3
scritori _1
scritòri _2
scritòt _1
scritta _1
scritte _1
scritu _1
scritura _10
scritùra _5
scrituri _1
scrìvame _1
scrivania _1
scrivanìa _1
scrìvania _1
scrìvanìa _1
scrivanìe _1
scrivar _44
scrivàr _4
scrìvar _55
scrìvàr _1
scrivarà _3
scrivarghe _1
scrivarle _1
scrìvarlo _1
scrivarme _2
scrìvarme _1
scrivarte _1
scrive _22
scrìve _10
scrivemo _7
scrivémo _4
scrivendo _4
scrivendo£a _1
scriver _1
scrivere _1
scrivesta _2
scriveste _3
scrivesti _3
scrivesto _18
scriveva _10
scrivèva _1
scrivi _5
scrivi' _2
scrivì _1
scrìvi _5
scrìvito _1
scrivo _9
scrìvo _6
scrupo£i _1
scrùpo£i _2
scrùpo£o _1
scrutatore _1
scùfie _1
scultori _1
scuminsià _1
scuminsio _3
scumìsia _1
scuo£a _6
scuro _4
scùro _1
scurta _1
scurtàr _1
scùsa _1
scùse _1
scuxa _12
scuxà _1
scùxa _5
scùxaca _1
scùxame _1
scuxarse _2
scuxe _9
scùxe _8
scuxeme _8
scuxème _4
sdogana` _2
se _1911
sé _2
sè _11
se£ebra _1
se£ebrà _1
se£ebrasiòn _1
se£esion _1
se£esiòn _7
se£esiona _2
se£esionà _1
se£etiva _1
se£o _2
se£u£àr _2
se£u£ari _2
sè£u£e _2
sec _1
seca _1
secà _1
secade _1
seccature _1
secesion _1
secesiòn _3
secession _2
secia _1
seco _1
seco£ari _3
seco£i _13
sèco£i _6
seco£o _2
sèco£o _5
secoensa _4
secoense _1
secoestrai _1
secoestrava _1
secona _1
seconda _17
secondaria _1
secondi _1
secondo _22
secreti _2
secreto _2
securisti _2
sèdaxemi£a _1
seddimana _1
sedentarixà _1
sedesmentega _1
sedi _3
sèdi _1
sèdia _1
sedisenti _2
sefa _2
sefarditi _2
séga _3
segato _8
segàto _2
segatronki _1
segaura _3
seggio _1
seghe _5
sèghe _1
segheria _1
segherie _4
segherìe _1
segheta _2
segna _2
segna£etega _2
segna£i _2
segnàl _4
segno _10
ségno _6
sègno _1
segoase _1
segoente _3
segoenti _3
segona _2
segonda _3
segregà _3
segregarli _1
segregasion _4
segregasiòn _2
segrèta _1
segretari _4
segreti _5
segreto _2
segura _1
seguro _1
sei _3
sèi _1
sekia _1
self _4
selta _1
sèlva _1
selvadego _2
sem _1
semaferi _1
sembiotego _1
sèmena _1
semenando _1
semenar _2
semenàr _1
semenari _1
semenava _2
semènsa _2
semense _2
sementificasiòn _1
semi _1
semi£ibartà _1
semianalfabeta _1
seminari _3
seminàri _3
seminario _1
seminàrio _1
seminato _1
semita _2
semitega _3
semiteghe _1
semiti _1
semo _263
sémo _13
sèmo _15
sempiade _3
sempre _16
sènari _1
senatoriàl _1
senbianse _1
sendo _2
sène _1
senega£ìxi _1
seno _1
senpiada _1
senpiade _3
senplifegàr _1
senplise _13
sénplìse _1
sènplise _1
senplisemente _3
senplisi _4
senplisisti _1
senpre _281
sensa _221
sensasiòn _4
sensi _2
sènsi _2
sensibi£i _2
sensibi£ità _2
sensienti _1
sensimento _1
senso _48
sensur _1
sensura _12
sensurà _14
sensùra _9
sensurando _2
sensuràr _8
sensurarlo _1
sensurarme _5
sensuràva _1
sensure _9
sensùre _2
sensuremo _1
sensùri _1
sent _2
senta' _2
sentà _1
sentarse _1
sentarve _1
sente _21
sentemo _1
sentenàre _1
sentenari _13
sentenàri _4
sentensa _1
sentense _2
senteve _2
sentexemi _4
senteximi _1
sentì _5
sentimento _11
sentimo _3
sentio _1
sentìo _1
sentir _8
sentìr _20
sentirà _2
sentirìsi _1
sentirme _1
sentirò _1
sentirse _5
sentirsi _1
sentirte _1
sentirve _5
sentìsimo _1
sentiva _3
sentive _1
sentivi _1
sentivo _1
sento _17
sentòr _1
sentosincoanta _1
sentra _7
sentra£i _8
sentrà£i _5
sentra£inisti _2
sentra£ismo _5
sentra£ista _3
sentra£isti _2
sentra£ixà _1
sentrae _7
sentral _4
sentràl _24
sentre£a _1
sentre£e _1
sentri _11
sentro _12
séntro _1
sentù _11
senza _3
separà _3
sepàra _1
separasion _1
separatismo _1
separatista _1
sequestràr _1
sequestri _1
sequestro _1
ser _2
sèr _4
sera _16
sèra _5
seradùra _1
serafini _13
seraminti _4
serba _10
serbatoio _1
serbatojo _4
serbe _1
serbi _13
serbia _12
sèrbia _1
serbiortodosi _1
serbo _5
serca _55
serca' _2
sercà _14
sèrca _3
sercando _5
sercar _2
sercàr _31
sercarà _1
sercarave _1
sercarlo _1
sercarne _1
sercarse _1
sercarve _1
sercàva _1
sercavo _1
serco _7
serebra£i _1
serebrà£i _1
serebro£exo _1
serebrolèxi _2
sèrebrolèxo _1
serenisima _12
serenìsima _2
serenisimi _6
serenisimo _1
serenissima _1
sergio _1
seri _4
sèri _3
seria _3
sèria _6
seriamente _10
serie _28
sèrie _42
serieta' _2
serietà _2
serio _5
sèrio _12
serke _1
serkè _8
serke£a _2
serke£i _1
serkemo _31
serkève _1
serki _1
sernì _2
sernìo _1
sernir _3
sernìr _7
sernìse _1
sernìsi _1
sèrnita _1
serpe _2
serpeggia _1
serta _11
serte _40
sertefegà _2
sertesa _4
sertese _1
sertése _2
serti _30
sertifegà _5
sertificà _1
sertificasiòn _3
sertificati _1
serto _20
serva _3
serve _76
sèrve _4
serve£a _1
serve£o _2
servesto _1
serveti _1
servi _16
servì _2
servi£e _1
servi£ismo _2
servìa _3
servidòri _2
servìi _1
servìo _4
servìr _2
servira' _1
servisi _17
servisieto _2
servisio _12
servìsio _5
serviva _4
servìva _2
servo _3
sesiòn _1
seso _10
sesta _1
sesti _1
sesua£ _1
sesua£i _7
sesuà£i _4
sesua£ità _2
sesuàl _4
sesualmente _1
seta _1
séta _1
sete _7
séte _3
sète _2
setenbre _8
setimana _7
setimàna _1
setimanàl _1
seto _6
sèto _6
setor _9
setòr _12
setori _5
setòri _1
several _1
severe _1
severino _1
sevìsia _1
sevìsie _2
sevita _9
sevità _7
sèvita _24
sevitando _1
sevitar _2
sevitàr _18
sevitarà _2
sevitase _1
sevitava _1
sevitàva _1
sevite _1
sevitè _1
sèvite _1
sèvite£i _2
sevitemo _7
sèviti _4
sevito _3
sèvito _1
sexo _1
sfadegoni _3
sfatàr _1
sfavòr _2
sfegadà _1
sfera _2
sfere _1
sfi£ar _4
sfi£ata _1
sfi£ate _3
sfi£e' _4
sfiancamento _1
sfida _2
sfido _1
sfidùsa _2
sfigà _4
sfilà _1
sfilàr _1
sfogo _1
sfondà _1
sfondo _3
sforsa _3
sforsè _1
sforsi _5
sfòrsi _1
sforso _14
sfòrso _1
sfortuna _1
sfortunà _1
sfortunama _1
sfòtar _1
sfrato _2
sfrotuna _1
sfruta _4
sfruta' _2
sfrutà _3
sfrutador _2
sfrutadori _3
sfrutamento _19
sfrutàr _3
sfrutare _1
sfrutarli _2
sfrutatòr _1
sfrutattòri _2
sfrutava _2
sfruto _2
sfruttatori _1
sgamà _2
sgamàda _1
sganbeta _1
sgara _1
sgàra _1
sgionfarà _1
sgiovnat _1
sgnacà _1
sgnàca _1
sgnacarghe _1
sgnacarme _1
sgravi _1
sgrena _1
sgrostà _1
sguardo _1
sguinsa£ià _1
sha£om _2
shaekspeariana _1
sharif _1
sharpeville _1
shiti _1
shiva _1
should _2
si _108
sì _70
si£ensio _9
si£ensioxa _4
si£ensioxamente _2
si£ensioxi _2
si£ensiuxi _1
si£icoxi _1
si£ojismo _1
sia _9
sìa _3
siae _2
siamàn _2
siammo _1
siamo _9
siàmo _2
siarexe _1
siarèxe _1
sìbi _2
sici£ia _1
sici£iàn _1
sici£iano _1
sicome _6
sicòme _2
sìcòme _1
sicu£a _1
sicu£i _17
sicu£o _1
sìcu£o _2
sicura _1
sicuramente _6
sicurasiòn _1
sicuresa _16
sicurese _2
sicurezza _1
sicuri _3
sicùri _2
sicuro _20
sicùro _5
sìcuro _1
side _1
sìe _1
siel _1
siél _1
sielta _3
sielte _2
siensa _28
siense _8
siensiati _6
siensiàti _2
siensiato _2
sientifega _16
sientìfega _2
sientifeghe _10
sientìfeghe _3
sientifeghi _4
sientifego _6
sientificamente _3
sientifigamente _3
siesiàti _1
siete _2
sifar _4
sifàr _1
sifar+cia _1
sìfre _1
siga _1
sìga _4
sìgael _1
sigando _3
sigàr _3
sigàrle _1
sighemo£o _1
sighémo£o _1
signi _1
signifegà _5
significative _1
significativo _1
signor _5
signòr _3
signora _3
signoraggio _1
signoraji _1
signoràjo _1
signori _1
signorìna _1
sìgo _2
sigolàr _1
sigone£a _3
siki _1
simbo£o _1
simi£e _3
sìmi£e _1
sìmi£i _1
simi£itudine _1
similàr _2
similàri _1
simiteri _1
simitèri _1
simitèro _3
simo _10
sìmo _1
simultanea _5
sina _19
sìna _5
sinagoghe _1
sinagòghe _1
sinangoghe _1
sinanovic _1
sinbiotego _3
sinbo£i _2
sinbo£o _5
sindacà _4
sindaca£e _1
sindaca£i _3
sindaca£ista _1
sindacati _1
sindaco _1
sìndaco _2
sindasi _6
sìndasi _1
sindicati _1
sinema _1
sìnema _5
sinematogràfega _1
sinematografeghe _4
sinematogràfeghe _1
sineoperadòr _1
sinergicamente _1
sinergicamnete _1
sinesi _2
sinexe _5
sinexi _21
sinéxi _1
sinèxi _2
singani _19
singàni _1
sìngani _5
singano _4
sìngano _4
single _3
sìngo£a _1
singo£ar _1
singo£àr _2
singo£i _2
singo£o _1
singu£arity _1
sinistra _3
sinistri _2
sinònemi _1
sinonemo _1
sinònimi _2
sinpatetego _1
sinpatìa _2
sìnplisi _1
sinque _1
sinseramente _2
sinserità _2
sintateghi _1
sinteteghe _1
sintetixà _1
sinti _2
sintimento _4
sintomatico _1
sintonia _2
sintonìa _2
sio _11
sìo _13
sio£i _2
sio£o _5
sioi _1
sionismo _5
sioniste _1
sionisti _1
siòpari _1
sioparo _1
siòparo _1
sior _9
siora _5
siòra _3
sioràjo _1
siorete _1
siori _6
siòri _1
siorì£e _1
sioux _1
sipia _21
sìpia _119
sirca _3
sirco _2
sìrco _1
sirco£anti _2
sirco£ari _1
sirco£asiòn _1
sirco£i _1
sircoesiòn _1
sircuìr _2
sircuiva _1
siria _4
sìria _2
siroco _1
sisde _5
sisi£ia _9
sisi£iàn _7
sisi£iana _1
sisi£iane _1
sisi£iani _8
sismi _19
sìsmi _1
sistema _34
sistemà _1
sistèma _4
sistemadega _1
sistemàr _1
sistematicamente _1
sistemi _7
sistemo _1
sità _10
sitade£a _2
sitadìn _7
sitadìna _2
sitadinansa _22
sitadinanse _3
sitadini _7
sitadìni _3
sitadìno _2
sitema _2
siti _1
sìti _4
sito _17
sìto _9
situasion _21
situasiòn _73
situazione _1
siva _1
sìvega _1
sivi£e _7
sivì£e _11
sivi£i _5
sivì£i _4
sivi£isimi _1
sivica _1
sìvike _1
sivil _10
sivìl _11
sivili _1
sivilta' _1
siviltà _33
sìzo£a _2
skeda _1
skedàr _2
skedàri _1
skedario _1
skedatura _1
skedature _4
skede _2
skei _166
skèi _188
skèipa _1
skemi _11
skeo _2
skèo _1
skermadùre _2
skermàta _1
skermi _4
skerno _1
skersàr _1
skerse£a _1
skersi _2
skerso _4
skiavitù _2
skiavixà _1
skiera _1
skierà _2
skieraminti _1
skifo _2
skìfo _1
skifoxa _3
skifòxa _1
skifòxi _1
skindler _1
skio _1
skìo _1
skrivàr _1
skrivarlo _1
skrivesto _1
skype _9
slansà _1
slarga' _2
slavi _1
sleal _1
slekinaminti _1
slenguasamento _1
slevà _4
slevadori _2
slevamento _2
slevàr _3
sleve' _2
slevo _1
slobotron _2
slogan _2
slonga _1
slonghemo _1
slongo _1
slovaki _1
slovakia _3
sloveja _1
sloveni _6
slovèni _1
slovenia _9
sloveno _2
slype _2
sma£eki _2
smante£à _5
smante£amento _2
smante£ar _1
smante£àr _9
smante£arle _2
smarsa _2
smàrsa _2
smarsi _2
smàrsi _1
smarsìo _1
smarsìr _2
smarso _2
smàrso _2
smeiautonomia _1
smenà _1
smèna _1
smenada _2
smenàda _2
smenade _1
smenàr _1
smenarla _3
smenbramento _2
smeo _1
smerdaro _1
smetamatego _1
smetarla _1
sminuio _1
smisià _6
smisìa _1
smìsia _2
smisiandose _2
smisiàr _1
smisiemo _2
smisioti _2
smisioto _1
smith _1
smorsa _2
smorsà _2
smorsàr _3
smorse _2
smorsè _2
snaturarli _1
snc _3
snobà _3
so _1091
sò _38
so£a _10
sò£a _3
so£amente _1
so£ana _1
so£àr _3
so£e _3
so£edad _1
so£evà _1
so£i _9
sò£i _1
so£ida£i _2
so£idà£i _1
so£idàl _1
so£idàlcooperativo _1
so£idalmente _3
so£idarietà _11
so£idarnosc _1
so£ide _1
so£ima _1
so£ita _9
sò£ita _3
so£ite _7
sò£ite _4
so£iti _37
sò£iti _5
so£itiracomandà _1
so£ito _5
sò£ito _7
so£o _147
sò£o _14
so£usion _10
so£usiòn _15
soa _8
sòa _9
soave _1
sòca _2
soccorrere _1
socia£i _4
socia£ixa _1
società _9
socorso _2
soda£isio _1
sodaisio _1
sodisfa _1
sodisfàr _2
sodisfasente _2
sodisfasiòn _1
sodomita _1
sodomixà _1
sodomìxa _2
sodomixàr _2
soe _3
sòe _1
soeamente _3
soeo _4
sofarense _2
sofegà _1
sòfega _1
sofegante _1
sofegarte _1
sofeghémo£i _1
soferensa _5
soferense _7
sofferenza _2
sofia _1
sofisti _3
sofisticasiòn _1
sofrìr _1
sogaro _1
soggiorno _1
sogna _2
sognà _3
sògna _1
sognadori _1
sognadòri _2
sognaduri _1
sognàr _5
sognarìsi _1
sognava _1
sògne _2
sogni _1
sògni _2
sogno _7
sògno _6
soi _9
sòi _3
soite _1
sojeti _2
sojèti _1
sojeto _6
sojèto _2
sojorno _7
sojòrno _1
sol _405
sól _1
sòl _6
solàr _1
solda _1
solda' _1
soldà _24
soldatìn _1
soldi _5
solfa _17
solfe _1
solforego _1
solvibi£i _1
soma£i _5
sòma£i _1
soma£ia _3
soma£o _1
somarie _1
somateghi _1
some _1
somej _1
someja _1
somejà _1
somejava _1
someje _5
somejegràfega _1
sommamente _1
son _2
són _3
sòn _2
sona _5
sonà _1
sòna _3
sonadori _2
sonadòri _1
sonante _1
sonàr _2
sondajo _1
sono _26
sòno _4
sonore _1
soo _1
soòra _1
soot _2
soporto _1
sopra£ogo _1
sopramensionà _1
soprassiedono _1
sopravisù _1
sopravivar _1
sopravìvar _8
sopravivarà _1
sopravive _2
sopravivensa _6
sopravivesti _1
sopravivve _1
sopravvissuti _1
soprese _1
sopruxi _2
sora _40
sòra _11
soramensionà _1
sorarse _1
soratuto _2
sordi _3
sorìdar _3
soride _2
soridente _1
soridenti _1
soriso _1
sorixeto _1
sorixiti _2
sorpasa' _2
sorpasà _3
sorprendarìa _2
sorprende _3
sorprendesto _1
sorprendù _1
sorta _44
sòrta _6
sorte _2
sòrte _1
sortefin _1
sortìa _1
sortida _1
sorve£ià _1
sos _1
sosia£i _11
sosia£iste _1
sosia£isti _1
sosia£ixa _1
sosia£ixando _1
sosial _9
sosiàl _15
sosialculturàl _1
sosialmente _1
sosieta' _2
sosietà _36
sosio£engoistego _1
sosio£ogo _1
sosoetà _1
sospendar _1
sospetà _1
sospeti _3
sospiri _2
sossio _1
sosta _1
sostansa _10
sostansia£emnte _1
sostansia£i _2
sostansial _1
sostansiàl _4
sostansialmente _25
sostansioxamente _1
sostegnea _1
sostegnéa _1
sostegnèr _1
sostegneva _2
sostien _1
sostién _2
sostièn _1
sostituì _1
sostituia _1
sostituià _1
sostituìr _2
sostituirli _1
sostituirse _1
sostituise _2
soteranei _1
soti£i _2
sotìl _5
soto _83
sóto _1
sòto _12
soto£ineà _1
soto£inear _1
soto£ineàr _6
soto£inemo£o _1
sotobanco _2
sotocosto _7
sòtocòsto _1
sotocosto+ _2
sotofaturasiòn _1
sotolìnea _1
sotomesa _1
sotomisiòn _3
sotoponesti _1
sotoposta _1
sotoscrivar _1
sotoscrìvar _1
sotoscrive _1
sotoscrivesto _1
sototito£a _1
sotova£utàr _2
sotto _5
sovensiòn _2
sovensionar _1
sovietega _9
soviètega _2
sovietego _1
sovràn _1
sovranasional _4
sovràni _1
sovranità _2
sovrano _1
